Account_ID,Account_Name,Parent_Account_ID,Parent_Account_Name,Account_Owner_ID,Account_Owner_Name,SDR_Owner_ID,SDR_Owner_Name,Billing_City,Billing_State,Industry,Sub_Industry,NAICS_Code,Account_Score,Revenue_Range,Employee_Count
ACC001600,Premier Inc - East,ACC000288,Premier Inc,USR001,Sarah Chen,SDR012,SDR Morgan,Columbus,OH,Media & Entertainment,Publishing,519742,30.46,$100M-$500M,1211
ACC001601,Titan Technologies,,,USR007,Amanda Foster,SDR010,SDR Alex,Seattle,WA,Technology,Cloud Computing,513782,23.7,<$10M,29
ACC001602,Apex Industries,,,USR014,Kevin Martinez,SDR037,SDR Jordan,Jacksonville,FL,Technology,SaaS,519908,5.58,$50M-$100M,505
ACC001603,Vertex Solutions,,,USR016,Brian Moore,SDR037,SDR Riley,New York,NY,Telecommunications,Satellite,518559,11.16,<$10M,69
ACC001604,Strategic Industries - West,ACC000065,Strategic Industries,USR006,David Kim,SDR014,SDR Jordan,Seattle,WA,Healthcare,Pharmaceuticals,621675,35.59,$50M-$100M,741
ACC001605,Dynamic Technologies,,,USR009,Lauren Davis,SDR048,SDR Casey,Columbus,OH,Healthcare,Health Insurance,629126,14.79,<$10M,31
ACC001606,Global Partners,,,USR008,Robert Jackson,SDR015,SDR Taylor,Atlanta,GA,Transportation,Logistics,483158,49.82,<$10M,28
ACC001607,Vertex Enterprises,,,USR019,Nicole Lewis,SDR010,SDR Jordan,Las Vegas,NV,Healthcare,Health Insurance,621278,80.34,$50M-$100M,656
ACC001608,Summit Group - South,ACC000812,Summit Group,USR013,Ashley Brown,SDR044,SDR Morgan,Philadelphia,PA,Professional Services,Marketing,546785,22.62,$10M-$50M,215
ACC001609,Phoenix Ventures,,,USR018,Ryan Clark,SDR018,SDR Taylor,Jacksonville,FL,Financial Services,FinTech,526883,52.57,$50M-$100M,679
ACC001610,Innovative Technologies,,,USR004,James Wilson,SDR011,SDR Jordan,Miami,FL,Healthcare,Health Insurance,627629,32.78,>$1B,28712
ACC001611,Stellar Consulting - West,ACC001432,Stellar Consulting,USR009,Lauren Davis,SDR033,SDR Jamie,Detroit,MI,Professional Services,HR Services,544504,41.98,$10M-$50M,130
ACC001612,Nexus Partners,,,USR017,Jennifer White,SDR043,SDR Avery,Seattle,WA,Technology,DevOps,512794,85.61,$50M-$100M,751
ACC001613,Dynamic Holdings - North,ACC000201,Dynamic Holdings,USR014,Kevin Martinez,SDR026,SDR Alex,Denver,CO,Retail,Fashion,449668,27.77,$500M-$1B,6651
ACC001614,Summit Consulting - South,ACC001062,Summit Consulting,USR007,Amanda Foster,SDR018,SDR Morgan,Seattle,WA,Energy,Grid Management,218160,1.27,<$10M,15
ACC001615,Titan Corp,,,USR006,David Kim,SDR011,SDR Alex,Chicago,IL,Transportation,Airlines,484265,33.7,$50M-$100M,751
ACC001616,Stellar Solutions - East,ACC000635,Stellar Solutions,USR001,Sarah Chen,,,Atlanta,GA,Education,K-12,611998,48.78,<$10M,80
ACC001617,Nexus Consulting,,,USR013,Ashley Brown,SDR040,SDR Jordan,New York,NY,Transportation,Public Transit,489537,4.58,$50M-$100M,898
ACC001618,Innovative Industries,,,USR001,Sarah Chen,SDR025,SDR Jordan,Denver,CO,Real Estate,Commercial,533494,63.76,$100M-$500M,1568
ACC001619,Phoenix Consulting,,,USR018,Ryan Clark,,,Denver,CO,Education,Training & Certification,611732,67.27,$10M-$50M,377
ACC001620,Advanced Inc,,,USR018,Ryan Clark,SDR025,SDR Casey,San Diego,CA,Professional Services,Accounting,541377,39.98,$500M-$1B,9829
ACC001621,Apex Industries,,,USR004,James Wilson,SDR029,SDR Morgan,Chicago,IL,Transportation,Freight,489575,7.8,$100M-$500M,2303
ACC001622,Zenith Consulting,,,USR017,Jennifer White,SDR010,SDR Casey,New York,NY,Healthcare,Telehealth,625256,24.77,$100M-$500M,3722
ACC001623,Vertex Services,,,USR014,Kevin Martinez,SDR021,SDR Avery,Fort Worth,TX,Technology,SaaS,515102,18.69,<$10M,100
ACC001624,Strategic Consulting,,,USR002,Michael Rodriguez,SDR042,SDR Casey,Las Vegas,NV,Retail,Grocery,443281,27.68,$50M-$100M,776
ACC001625,Strategic International,,,USR015,Stephanie Garcia,SDR001,SDR Casey,Phoenix,AZ,Healthcare,Telehealth,627407,13.17,<$10M,77
ACC001626,Premier Technologies - East,ACC000838,Premier Technologies,USR011,Michelle Taylor,,,Charlotte,NC,Telecommunications,VoIP,516873,48.95,$50M-$100M,598
ACC001627,Apex Corp,,,USR001,Sarah Chen,SDR011,SDR Jordan,Boston,MA,Energy,Utilities,213285,21.05,$50M-$100M,669
ACC001628,Titan Technologies,,,USR011,Michelle Taylor,SDR019,SDR Alex,Detroit,MI,Healthcare,Telehealth,627513,22.7,<$10M,14
ACC001629,Apex Solutions,,,USR014,Kevin Martinez,SDR009,SDR Jordan,Seattle,WA,Technology,AI/ML,513348,22.54,$10M-$50M,115
ACC001630,Strategic Ventures,,,USR014,Kevin Martinez,SDR009,SDR Jordan,New York,NY,Healthcare,Pharmaceuticals,625333,18.8,$500M-$1B,8065
ACC001631,Strategic Partners - East,ACC000756,Strategic Partners,USR008,Robert Jackson,,,Atlanta,GA,Technology,AI/ML,515236,32.24,$10M-$50M,471
ACC001632,Strategic Partners,,,USR008,Robert Jackson,,,San Jose,CA,Technology,Cybersecurity,511412,4.78,<$10M,21
ACC001633,Stellar Consulting,,,USR007,Amanda Foster,,,San Jose,CA,Telecommunications,Internet Service,513439,35.72,<$10M,54
ACC001634,Titan Holdings,,,USR011,Michelle Taylor,SDR030,SDR Taylor,Detroit,MI,Transportation,Public Transit,487459,15.4,$10M-$50M,101
ACC001635,Summit Solutions - West,ACC001180,Summit Solutions,USR012,Daniel Anderson,,,Miami,FL,Transportation,Public Transit,483500,37.28,$100M-$500M,2130
ACC001636,Stellar Consulting - West,ACC001432,Stellar Consulting,USR018,Ryan Clark,SDR040,SDR Casey,San Jose,CA,Healthcare,Telehealth,622319,44.45,$50M-$100M,796
ACC001637,Global Solutions,,,USR004,James Wilson,,,San Jose,CA,Technology,Data Analytics,518919,53.4,>$1B,19540
ACC001638,Quantum Services,,,USR002,Michael Rodriguez,SDR048,SDR Jamie,Atlanta,GA,Financial Services,Insurance,523496,41.1,$500M-$1B,6235
ACC001639,Atlas Inc - East,ACC000754,Atlas Inc,USR020,Matthew Walker,SDR011,SDR Riley,Jacksonville,FL,Healthcare,Medical Devices,623819,30.06,<$10M,61
ACC001640,Advanced Enterprises - North,ACC001080,Advanced Enterprises,USR004,James Wilson,SDR050,SDR Avery,San Antonio,TX,Education,EdTech,612315,50.23,$10M-$50M,337
ACC001641,Zenith Technologies - South,ACC000751,Zenith Technologies,USR010,Christopher Lee,SDR033,SDR Casey,Minneapolis,MN,Manufacturing,Industrial Equipment,313928,37.87,$50M-$100M,770
ACC001642,Titan Holdings,,,USR013,Ashley Brown,SDR023,SDR Alex,Minneapolis,MN,Transportation,Freight,482650,28.57,>$1B,21910
ACC001643,Zenith Inc - East,ACC000664,Zenith Inc,USR007,Amanda Foster,SDR006,SDR Casey,Miami,FL,Healthcare,Pharmaceuticals,625049,41.64,$100M-$500M,1485
ACC001644,Titan Solutions,,,USR008,Robert Jackson,SDR046,SDR Jordan,Las Vegas,NV,Professional Services,Marketing,549277,60.93,$10M-$50M,129
ACC001645,Summit Technologies,,,USR018,Ryan Clark,,,Boston,MA,Manufacturing,Automotive,311810,66.72,<$10M,45
ACC001646,Stellar Inc,,,USR004,James Wilson,SDR048,SDR Avery,Houston,TX,Technology,SaaS,518645,8.28,$100M-$500M,3272
ACC001647,Summit Consulting - West,ACC000170,Summit Consulting,USR005,Jessica Martinez,SDR044,SDR Riley,Portland,OR,Energy,Oil & Gas,211834,45.76,$50M-$100M,632
ACC001648,Phoenix Inc,,,USR012,Daniel Anderson,,,Nashville,TN,Healthcare,Telehealth,624375,10.71,$500M-$1B,7791
ACC001649,Innovative Solutions,,,USR006,David Kim,SDR034,SDR Avery,Las Vegas,NV,Manufacturing,Aerospace,313254,25.35,$100M-$500M,3452
ACC001650,Innovative Industries,,,USR001,Sarah Chen,SDR050,SDR Jordan,Boston,MA,Technology,Data Analytics,513533,14.28,<$10M,35
ACC001651,Advanced Partners - West,ACC001025,Advanced Partners,USR009,Lauren Davis,SDR035,SDR Jordan,San Antonio,TX,Education,Tutoring,614714,19.83,<$10M,63
ACC001652,Zenith Ventures - South,ACC000004,Zenith Ventures,USR010,Christopher Lee,SDR023,SDR Riley,Charlotte,NC,Transportation,Logistics,489200,6.86,<$10M,31
ACC001653,Nexus Systems,,,USR005,Jessica Martinez,SDR012,SDR Jamie,Philadelphia,PA,Education,EdTech,612991,49.8,$10M-$50M,119
ACC001654,Atlas Holdings,,,USR015,Stephanie Garcia,SDR002,SDR Avery,Fort Worth,TX,Energy,Grid Management,216841,40.25,<$10M,89
ACC001655,Zenith Consulting,,,USR005,Jessica Martinez,SDR048,SDR Alex,Houston,TX,Professional Services,Consulting,545885,70.66,$100M-$500M,2590
ACC001656,Global Systems,,,USR002,Michael Rodriguez,,,Raleigh,NC,Healthcare,Hospitals,625227,45.38,$100M-$500M,1641
ACC001657,Strategic Solutions - North,ACC001163,Strategic Solutions,USR020,Matthew Walker,SDR037,SDR Morgan,Phoenix,AZ,Retail,Department Stores,445797,5.96,$10M-$50M,212
ACC001658,Innovative Consulting,,,USR003,Emily Thompson,,,Austin,TX,Technology,SaaS,511767,64.8,<$10M,57
ACC001659,Zenith Services,,,USR018,Ryan Clark,,,Portland,OR,Healthcare,Health Insurance,625015,14.31,<$10M,88
ACC001660,Advanced Technologies,,,USR001,Sarah Chen,,,Atlanta,GA,Telecommunications,Internet Service,519170,30.06,$10M-$50M,493
ACC001661,Titan Inc,,,USR011,Michelle Taylor,SDR021,SDR Riley,Las Vegas,NV,Financial Services,FinTech,522821,13.02,<$10M,19
ACC001662,Innovative Enterprises,,,USR012,Daniel Anderson,SDR033,SDR Avery,Houston,TX,Media & Entertainment,Music,515253,57.41,<$10M,91
ACC001663,Summit Consulting - South,ACC000792,Summit Consulting,USR008,Robert Jackson,SDR010,SDR Alex,San Jose,CA,Technology,Data Analytics,518129,18.78,$100M-$500M,4451
ACC001664,Phoenix Partners,,,USR012,Daniel Anderson,SDR002,SDR Jordan,Charlotte,NC,Telecommunications,Cable,519192,16.27,$10M-$50M,285
ACC001665,Apex Systems - Central,ACC000818,Apex Systems,USR008,Robert Jackson,SDR014,SDR Alex,Houston,TX,Energy,Utilities,216028,53.83,>$1B,44739
ACC001666,Stellar Ventures - North,ACC000520,Stellar Ventures,USR010,Christopher Lee,SDR046,SDR Riley,Charlotte,NC,Technology,Cloud Computing,517280,25.47,<$10M,82
ACC001667,Atlas International,,,USR005,Jessica Martinez,,,Philadelphia,PA,Financial Services,Investment Management,525919,67.2,>$1B,39405
ACC001668,Global Partners,,,USR013,Ashley Brown,SDR031,SDR Taylor,Chicago,IL,Energy,Energy Storage,214383,28.37,$500M-$1B,6705
ACC001669,Advanced Group - West,ACC000728,Advanced Group,USR014,Kevin Martinez,SDR039,SDR Riley,Phoenix,AZ,Professional Services,HR Services,549667,19.58,$10M-$50M,358
ACC001670,Global Services,,,USR017,Jennifer White,,,Denver,CO,Media & Entertainment,Film & TV,513889,5.56,<$10M,52
ACC001671,Zenith Services,,,USR017,Jennifer White,,,Boston,MA,Telecommunications,Internet Service,518770,46.94,<$10M,63
ACC001672,Summit International - Central,ACC001090,Summit International,USR015,Stephanie Garcia,SDR050,SDR Casey,New York,NY,Professional Services,Consulting,546270,59.55,$10M-$50M,129
ACC001673,Phoenix Partners,,,USR012,Daniel Anderson,SDR005,SDR Jamie,Denver,CO,Professional Services,Marketing,541452,32.06,<$10M,77
ACC001674,Vertex Solutions - South,ACC001603,Vertex Solutions,USR013,Ashley Brown,SDR030,SDR Taylor,Las Vegas,NV,Retail,Department Stores,441977,52.17,$50M-$100M,589
ACC001675,Innovative Services,,,USR015,Stephanie Garcia,,,Nashville,TN,Education,K-12,617978,17.14,$50M-$100M,995
ACC001676,Premier Services,,,USR020,Matthew Walker,,,Jacksonville,FL,Media & Entertainment,Streaming,515394,33.65,$100M-$500M,2655
ACC001677,Zenith Enterprises,,,USR014,Kevin Martinez,,,New York,NY,Real Estate,Construction,533935,18.61,<$10M,33
ACC001678,Apex International - North,ACC000057,Apex International,USR009,Lauren Davis,SDR018,SDR Jamie,San Francisco,CA,Professional Services,Marketing,541992,60.33,$10M-$50M,112
ACC001679,Global Systems,,,USR003,Emily Thompson,SDR029,SDR Morgan,Atlanta,GA,Healthcare,Health Insurance,626610,19.31,$50M-$100M,981
ACC001680,Summit Enterprises,,,USR015,Stephanie Garcia,SDR025,SDR Casey,Denver,CO,Technology,Cybersecurity,512853,36.37,$100M-$500M,2804
ACC001681,Phoenix Industries,,,USR018,Ryan Clark,SDR037,SDR Morgan,Los Angeles,CA,Financial Services,Payments,526326,56.69,<$10M,30
ACC001682,Nexus Partners - North,ACC001083,Nexus Partners,USR020,Matthew Walker,SDR009,SDR Morgan,Charlotte,NC,Telecommunications,VoIP,519081,56.72,<$10M,21
ACC001683,Atlas Systems,,,USR002,Michael Rodriguez,SDR004,SDR Jamie,Phoenix,AZ,Financial Services,Payments,527877,77.19,$10M-$50M,430
ACC001684,Dynamic Holdings,,,USR012,Daniel Anderson,,,Denver,CO,Telecommunications,Internet Service,517121,5.39,<$10M,10
ACC001685,Global Industries,,,USR012,Daniel Anderson,SDR011,SDR Alex,Los Angeles,CA,Transportation,Rideshare,482692,41.71,$50M-$100M,931
ACC001686,Dynamic Services,,,USR012,Daniel Anderson,SDR016,SDR Casey,Boston,MA,Financial Services,Payments,525244,30.95,$10M-$50M,117
ACC001687,Dynamic Corp,,,USR008,Robert Jackson,SDR011,SDR Alex,San Diego,CA,Real Estate,Residential,531667,29.85,<$10M,57
ACC001688,Premier Technologies,,,USR008,Robert Jackson,,,San Jose,CA,Education,EdTech,611547,31.5,<$10M,61
ACC001689,Stellar Services - South,ACC000967,Stellar Services,USR020,Matthew Walker,SDR013,SDR Morgan,Philadelphia,PA,Real Estate,Construction,535035,10.28,$10M-$50M,183
ACC001690,Global Corp,,,USR018,Ryan Clark,,,San Diego,CA,Real Estate,Property Management,535414,34.86,$100M-$500M,1370
ACC001691,Vertex Services,,,USR011,Michelle Taylor,,,Boston,MA,Financial Services,Payments,523193,20.02,$500M-$1B,5965
ACC001692,Global Holdings - South,ACC001299,Global Holdings,USR003,Emily Thompson,SDR038,SDR Casey,Jacksonville,FL,Financial Services,Insurance,522074,10.78,$500M-$1B,8145
ACC001693,Titan Inc - North,ACC000886,Titan Inc,USR019,Nicole Lewis,SDR022,SDR Avery,Boston,MA,Financial Services,Payments,522602,55.67,$50M-$100M,592
ACC001694,Apex Technologies,,,USR008,Robert Jackson,SDR028,SDR Taylor,Minneapolis,MN,Energy,Energy Storage,218757,47.87,$10M-$50M,441
ACC001695,Innovative Enterprises,,,USR020,Matthew Walker,SDR050,SDR Avery,San Diego,CA,Transportation,Public Transit,483594,39.52,$50M-$100M,950
ACC001696,Strategic Group,,,USR006,David Kim,SDR023,SDR Jordan,Portland,OR,Transportation,Freight,486437,19.78,$10M-$50M,262
ACC001697,Strategic Technologies,,,USR004,James Wilson,SDR034,SDR Alex,Minneapolis,MN,Healthcare,Medical Devices,628552,58.05,$50M-$100M,633
ACC001698,Vertex Consulting - East,ACC001230,Vertex Consulting,USR005,Jessica Martinez,SDR033,SDR Jordan,Seattle,WA,Media & Entertainment,Film & TV,515167,25.91,$50M-$100M,845
ACC001699,Atlas Inc - North,ACC000642,Atlas Inc,USR010,Christopher Lee,SDR032,SDR Avery,Los Angeles,CA,Telecommunications,VoIP,517262,52.65,$100M-$500M,1812
ACC001700,Apex Enterprises - East,ACC001393,Apex Enterprises,USR004,James Wilson,SDR011,SDR Alex,Austin,TX,Manufacturing,Automotive,319894,49.45,$50M-$100M,991
ACC001701,Vertex International,,,USR012,Daniel Anderson,SDR048,SDR Morgan,Seattle,WA,Energy,Utilities,216253,18.35,$50M-$100M,863
ACC001702,Dynamic Solutions,,,USR009,Lauren Davis,SDR043,SDR Taylor,Denver,CO,Media & Entertainment,Gaming,516937,21.85,$10M-$50M,210
ACC001703,Global Industries - Central,ACC000253,Global Industries,USR013,Ashley Brown,SDR012,SDR Taylor,Philadelphia,PA,Education,EdTech,611141,33.21,$100M-$500M,3184
ACC001704,Zenith International - South,ACC001312,Zenith International,USR010,Christopher Lee,SDR013,SDR Jamie,Denver,CO,Financial Services,Investment Management,523953,80.95,$50M-$100M,546
ACC001705,Quantum Technologies,,,USR019,Nicole Lewis,SDR001,SDR Alex,Boston,MA,Financial Services,Insurance,527840,27.31,$10M-$50M,455
ACC001706,Atlas Solutions,,,USR011,Michelle Taylor,,,Los Angeles,CA,Media & Entertainment,Streaming,516919,35.87,$10M-$50M,194
ACC001707,Atlas Holdings - North,ACC000127,Atlas Holdings,USR008,Robert Jackson,SDR048,SDR Alex,Atlanta,GA,Healthcare,Health Insurance,624598,30.49,<$10M,35
ACC001708,Dynamic Group,,,USR003,Emily Thompson,SDR025,SDR Morgan,Minneapolis,MN,Transportation,Rideshare,481766,17.17,$10M-$50M,110
ACC001709,Premier Corp,,,USR013,Ashley Brown,SDR004,SDR Jamie,San Francisco,CA,Transportation,Airlines,483126,57.02,$10M-$50M,211
ACC001710,Titan Group - North,ACC001182,Titan Group,USR001,Sarah Chen,SDR030,SDR Morgan,Philadelphia,PA,Professional Services,HR Services,547941,19.29,<$10M,64
ACC001711,Premier Corp - South,ACC000365,Premier Corp,USR007,Amanda Foster,SDR001,SDR Jordan,Nashville,TN,Education,K-12,615243,37.12,<$10M,21
ACC001712,Summit Consulting,,,USR012,Daniel Anderson,SDR008,SDR Casey,Las Vegas,NV,Energy,Utilities,213927,34.72,$10M-$50M,437
ACC001713,Titan Services,,,USR007,Amanda Foster,SDR012,SDR Casey,Boston,MA,Energy,Grid Management,215545,48.81,$100M-$500M,4313
ACC001714,Vertex Technologies,,,USR015,Stephanie Garcia,SDR032,SDR Jordan,Boston,MA,Healthcare,Health Insurance,624093,33.74,<$10M,99
ACC001715,Vertex International - Central,ACC000968,Vertex International,USR008,Robert Jackson,SDR050,SDR Casey,Dallas,TX,Financial Services,Banking,529129,18.93,<$10M,44
ACC001716,Quantum Services - Central,ACC000711,Quantum Services,USR013,Ashley Brown,SDR037,SDR Avery,Atlanta,GA,Telecommunications,Satellite,513711,61.95,$10M-$50M,250
ACC001717,Titan Systems - South,ACC001237,Titan Systems,USR014,Kevin Martinez,SDR018,SDR Alex,Portland,OR,Transportation,Freight,484241,0.91,$10M-$50M,475
ACC001718,Global Solutions,,,USR008,Robert Jackson,SDR041,SDR Riley,Austin,TX,Professional Services,Accounting,545389,24.88,<$10M,60
ACC001719,Global Inc,,,USR019,Nicole Lewis,SDR035,SDR Avery,Chicago,IL,Professional Services,Accounting,548001,26.85,<$10M,72
ACC001720,Advanced Partners - South,ACC001025,Advanced Partners,USR015,Stephanie Garcia,SDR018,SDR Casey,San Antonio,TX,Education,Training & Certification,617491,39.91,$50M-$100M,542
ACC001721,Phoenix Corp - West,ACC001176,Phoenix Corp,USR009,Lauren Davis,,,Minneapolis,MN,Transportation,Public Transit,487352,17.46,$100M-$500M,2655
ACC001722,Nexus Consulting,,,USR012,Daniel Anderson,,,Las Vegas,NV,Transportation,Logistics,481549,36.81,$500M-$1B,6221
ACC001723,Summit Solutions - Central,ACC000604,Summit Solutions,USR004,James Wilson,SDR022,SDR Casey,Los Angeles,CA,Media & Entertainment,Music,517308,33.37,<$10M,40
ACC001724,Innovative Holdings - North,ACC001377,Innovative Holdings,USR011,Michelle Taylor,,,San Diego,CA,Telecommunications,Satellite,518277,41.59,<$10M,64
ACC001725,Global Industries,,,USR015,Stephanie Garcia,SDR026,SDR Alex,San Francisco,CA,Real Estate,Construction,532970,46.69,$10M-$50M,169
ACC001726,Stellar Ventures,,,USR003,Emily Thompson,SDR033,SDR Avery,Nashville,TN,Financial Services,Insurance,526391,45.49,<$10M,52
ACC001727,Nexus Consulting - West,ACC000156,Nexus Consulting,USR016,Brian Moore,SDR014,SDR Jamie,San Jose,CA,Education,Tutoring,613771,48.18,$50M-$100M,855
ACC001728,Dynamic International - North,ACC001295,Dynamic International,USR011,Michelle Taylor,SDR002,SDR Riley,Minneapolis,MN,Real Estate,Construction,535959,35.73,$50M-$100M,571
ACC001729,Titan Services,,,USR003,Emily Thompson,SDR044,SDR Jamie,Las Vegas,NV,Healthcare,Health Insurance,627670,16.27,$10M-$50M,195
ACC001730,Dynamic Ventures,,,USR001,Sarah Chen,SDR050,SDR Taylor,Raleigh,NC,Technology,SaaS,512312,16.42,$50M-$100M,790
ACC001731,Strategic Industries,,,USR007,Amanda Foster,SDR030,SDR Morgan,Chicago,IL,Transportation,Airlines,481099,32.73,$10M-$50M,257
ACC001732,Nexus Enterprises,,,USR019,Nicole Lewis,SDR006,SDR Morgan,Detroit,MI,Real Estate,REITs,536354,15.46,$10M-$50M,427
ACC001733,Zenith Services,,,USR014,Kevin Martinez,SDR039,SDR Jamie,Philadelphia,PA,Real Estate,Commercial,536570,3.61,$100M-$500M,2798
ACC001734,Dynamic Group,,,USR017,Jennifer White,SDR043,SDR Casey,Miami,FL,Manufacturing,Industrial Equipment,311889,56.64,$50M-$100M,900
ACC001735,Innovative Industries,,,USR001,Sarah Chen,SDR042,SDR Jamie,Dallas,TX,Professional Services,Consulting,542866,66.4,$10M-$50M,430
ACC001736,Summit Consulting - North,ACC000170,Summit Consulting,USR013,Ashley Brown,SDR050,SDR Casey,Denver,CO,Transportation,Rideshare,483325,14.3,$500M-$1B,9186
ACC001737,Phoenix Services,,,USR016,Brian Moore,SDR027,SDR Taylor,Nashville,TN,Healthcare,Medical Devices,628311,20.65,$100M-$500M,1833
ACC001738,Premier Holdings,,,USR003,Emily Thompson,SDR010,SDR Jamie,Indianapolis,IN,Technology,DevOps,517793,19.05,$50M-$100M,833
ACC001739,Summit International - North,ACC001090,Summit International,USR001,Sarah Chen,SDR037,SDR Riley,Philadelphia,PA,Retail,Specialty Retail,448650,33.29,$50M-$100M,545
ACC001740,Titan Ventures,,,USR020,Matthew Walker,,,Fort Worth,TX,Healthcare,Health Insurance,623809,17.27,$100M-$500M,2663
ACC001741,Premier Holdings,,,USR001,Sarah Chen,SDR030,SDR Jordan,Los Angeles,CA,Energy,Renewable Energy,213870,20.34,>$1B,37608
ACC001742,Summit Corp,,,USR013,Ashley Brown,SDR042,SDR Taylor,Dallas,TX,Manufacturing,Aerospace,319551,40.9,$50M-$100M,948
ACC001743,Global Consulting,,,USR005,Jessica Martinez,SDR014,SDR Riley,Columbus,OH,Media & Entertainment,Streaming,512474,10.37,$500M-$1B,6279
ACC001744,Global Enterprises,,,USR009,Lauren Davis,SDR046,SDR Jamie,Los Angeles,CA,Manufacturing,Electronics,317172,28.88,$50M-$100M,729
ACC001745,Advanced Partners - South,ACC001025,Advanced Partners,USR013,Ashley Brown,SDR003,SDR Casey,Jacksonville,FL,Technology,Cloud Computing,517961,10.91,<$10M,20
ACC001746,Premier Ventures - East,ACC001219,Premier Ventures,USR001,Sarah Chen,,,Minneapolis,MN,Professional Services,HR Services,545456,13.49,$100M-$500M,4681
ACC001747,Zenith Inc,,,USR015,Stephanie Garcia,,,San Diego,CA,Transportation,Rideshare,485529,7.31,$500M-$1B,8277
ACC001748,Strategic Holdings - South,ACC000445,Strategic Holdings,USR014,Kevin Martinez,SDR030,SDR Jamie,Boston,MA,Energy,Renewable Energy,219666,27.82,$10M-$50M,399
ACC001749,Nexus Ventures,,,USR006,David Kim,SDR017,SDR Alex,Philadelphia,PA,Healthcare,Pharmaceuticals,627339,30.63,<$10M,62
ACC001750,Atlas Industries,,,USR015,Stephanie Garcia,,,Denver,CO,Real Estate,Construction,533898,2.85,<$10M,54
ACC001751,Premier Holdings - Central,ACC000558,Premier Holdings,USR020,Matthew Walker,SDR014,SDR Morgan,Austin,TX,Energy,Grid Management,218822,26.3,$100M-$500M,2637
ACC001752,Stellar Partners,,,USR012,Daniel Anderson,,,Columbus,OH,Transportation,Rideshare,482989,6.34,<$10M,77
ACC001753,Quantum Ventures,,,USR004,James Wilson,SDR049,SDR Morgan,Boston,MA,Financial Services,Banking,523065,73.04,$10M-$50M,115
ACC001754,Premier International,,,USR015,Stephanie Garcia,,,Phoenix,AZ,Technology,SaaS,512103,57.19,$500M-$1B,7498
ACC001755,Stellar Services - Central,ACC000967,Stellar Services,USR003,Emily Thompson,SDR002,SDR Jordan,San Antonio,TX,Professional Services,Legal,549121,33.31,$10M-$50M,425
ACC001756,Titan International,,,USR013,Ashley Brown,SDR019,SDR Taylor,New York,NY,Transportation,Public Transit,483479,39.85,<$10M,33
ACC001757,Stellar Technologies - Central,ACC000090,Stellar Technologies,USR016,Brian Moore,,,Columbus,OH,Manufacturing,Aerospace,312676,22.62,$50M-$100M,633
ACC001758,Premier International,,,USR012,Daniel Anderson,SDR001,SDR Taylor,Chicago,IL,Transportation,Rideshare,486971,37.56,<$10M,10
ACC001759,Innovative Holdings,,,USR011,Michelle Taylor,,,Phoenix,AZ,Media & Entertainment,Film & TV,515757,14.97,$100M-$500M,1027
ACC001760,Advanced Technologies - West,ACC001048,Advanced Technologies,USR009,Lauren Davis,SDR021,SDR Taylor,San Diego,CA,Retail,Department Stores,444181,25.44,$10M-$50M,416
ACC001761,Premier Partners,,,USR007,Amanda Foster,SDR032,SDR Jordan,Jacksonville,FL,Telecommunications,Satellite,517865,11.64,<$10M,83
ACC001762,Stellar Ventures - East,ACC000520,Stellar Ventures,USR020,Matthew Walker,SDR038,SDR Jordan,San Antonio,TX,Education,K-12,614168,75.58,<$10M,15
ACC001763,Advanced Partners - East,ACC001025,Advanced Partners,USR009,Lauren Davis,,,San Jose,CA,Manufacturing,Aerospace,311001,3.86,$100M-$500M,3020
ACC001764,Titan Inc,,,USR008,Robert Jackson,SDR001,SDR Jordan,Portland,OR,Energy,Oil & Gas,217775,8.95,$10M-$50M,498
ACC001765,Summit Services - Central,ACC000097,Summit Services,USR012,Daniel Anderson,SDR043,SDR Morgan,Philadelphia,PA,Real Estate,Commercial,536687,15.8,<$10M,55
ACC001766,Dynamic Inc - Central,ACC000112,Dynamic Inc,USR003,Emily Thompson,SDR033,SDR Riley,New York,NY,Energy,Renewable Energy,219922,50.61,$50M-$100M,873
ACC001767,Phoenix Group,,,USR020,Matthew Walker,SDR016,SDR Riley,Boston,MA,Professional Services,Consulting,547526,24.87,<$10M,72
ACC001768,Global Ventures,,,USR001,Sarah Chen,SDR020,SDR Riley,Houston,TX,Media & Entertainment,Streaming,511301,16.44,>$1B,26295
ACC001769,Advanced Services,,,USR007,Amanda Foster,SDR050,SDR Jamie,Philadelphia,PA,Real Estate,Construction,531653,41.47,<$10M,57
ACC001770,Quantum International,,,USR001,Sarah Chen,SDR010,SDR Alex,Fort Worth,TX,Transportation,Rideshare,486536,63.22,<$10M,58
ACC001771,Innovative Systems - South,ACC000731,Innovative Systems,USR008,Robert Jackson,SDR009,SDR Jamie,San Antonio,TX,Retail,Grocery,444110,16.06,$50M-$100M,739
ACC001772,Dynamic Services - Central,ACC001686,Dynamic Services,USR002,Michael Rodriguez,SDR032,SDR Jamie,Los Angeles,CA,Retail,Specialty Retail,448912,38.23,>$1B,12789
ACC001773,Innovative Ventures,,,USR003,Emily Thompson,SDR015,SDR Casey,Chicago,IL,Real Estate,Residential,533379,41.61,$100M-$500M,2550
ACC001774,Quantum Holdings,,,USR002,Michael Rodriguez,SDR016,SDR Jamie,Philadelphia,PA,Healthcare,Hospitals,622825,16.65,$50M-$100M,706
